Day,Volume (In Mn.),Value (In Cr.)
2026-02-06,732.46,99784.03
2026-02-07,750.86,100733.21
2026-02-08,743.84,82029.34
2026-02-09,748.8,107887.66
2026-02-10,724.28,103218.18
2026-02-11,748.99,102584.3
2026-02-12,720.22,95358.6
2026-02-13,742.92,96235.21
2026-02-14,761.77,90455.12
2026-02-15,715.5,70326.94
2026-02-16,723.55,95510.43
2026-02-17,722.08,92544.1
2026-02-18,725.76,91606.75
2026-02-19,699.41,86947.5
2026-02-20,701.0,86258.07
2026-02-21,697.99,84256.35
2026-02-22,703.05,68821.03
2026-02-23,700.41,89725.14
2026-02-24,698.34,87436.1
2026-02-25,709.85,90237.78
2026-02-26,695.71,88166.29
2026-02-27,731.17,105320.93
2026-02-28,753.65,107689.21
2026-03-01,755.42,97525.53
2026-03-02,801.56,131735.46
2026-03-03,740.94,98434.71
2026-03-04,687.48,90761.63
2026-03-05,739.59,107158.79
2026-03-06,740.54,103910.72
2026-03-07,759.97,105378.62
2026-03-08,738.42,81073.89
2026-03-09,753.62,112655.96
2026-03-10,756.31,109885.32
2026-03-11,752.83,104165.98
2026-03-12,741.18,99749.33
2026-03-13,740.85,96563.24
2026-03-14,746.42,92196.0
2026-03-15,732.01,77673.68
2026-03-16,734.16,100286.48
2026-03-17,731.99,96510.62
2026-03-18,749.59,95489.75
2026-03-19,712.31,87386.11
2026-03-20,728.99,91930.06
2026-03-21,675.32,73441.55
2026-03-22,687.87,66078.72
2026-03-23,712.13,95601.77
2026-03-24,708.69,91609.73
2026-03-25,725.88,96046.1
2026-03-26,710.87,87058.06
2026-03-27,697.93,86786.3
2026-03-28,715.64,85443.62
2026-03-29,706.75,71210.24
2026-03-30,725.99,109254.3
2026-03-31,729.89,109539.76
2026-04-01,739.02,105071.07
2026-04-02,783.74,125111.99
2026-04-03,748.18,101165.26
2026-04-04,775.27,111899.57
2026-04-05,757.98,88194.87
2026-04-06,757.55,111242.92
2026-04-07,744.81,107032.89
2026-04-08,769.76,109088.26
2026-04-09,759.85,105437.82
2026-04-10,780.68,107022.99
2026-04-11,770.01,96157.79
2026-04-12,757.52,77982.2
2026-04-13,775.59,104205.51
2026-04-14,739.73,87362.63
2026-04-15,761.75,98877.82
2026-04-16,744.36,96594.6
2026-04-17,748.01,91887.9
2026-04-18,755.52,93482.06
2026-04-19,738.89,79012.63
2026-04-20,738.02,101417.94
2026-04-21,719.46,91391.57
2026-04-22,729.4,91205.61
2026-04-23,706.94,85193.86
2026-04-24,728.38,89131.2
2026-04-25,729.18,85213.1
2026-04-26,708.25,69044.68
2026-04-27,719.9,93068.62
2026-04-28,712.47,90032.0
2026-04-29,701.91,91198.31
2026-04-30,744.67,119260.38
2026-05-01,767.91,111281.22
2026-05-02,800.11,121709.67
2026-05-03,767.82,93284.63
2026-05-04,740.78,113658.32
2026-05-05,763.22,115017.52
2026-05-06,761.51,108562.67
2026-05-07,760.52,107677.31
2026-05-08,771.73,104769.32
2026-05-09,767.53,100137.12
2026-05-10,769.24,85290.49
2026-05-11,773.15,109868.94
2026-05-12,766.24,104647.39
2026-05-13,756.59,99435.44
2026-05-14,747.98,96746.53
2026-05-15,768.22,96584.68
2026-05-16,757.97,90908.18
2026-05-17,745.63,75206.21
2026-05-18,743.61,96202.81
2026-05-19,737.77,92099.95
2026-05-20,747.58,95243.83
2026-05-21,718.01,88774.26
2026-05-22,740.5,89437.89
2026-05-23,730.59,84137.96
2026-05-24,724.19,70488.01
2026-05-25,737.75,96626.32
2026-05-26,729.01,92990.6
2026-05-27,751.99,95677.9
2026-05-28,673.5,73215.31
2026-05-29,707.57,94811.1
2026-05-30,735.94,101509.14
2026-05-31,737.79,84423.46
2026-06-01,784.73,126017.27
2026-06-02,795.56,121338.4
2026-06-03,785.13,115092.87
2026-06-04,764.08,111592.07
2026-06-05,776.48,108318.08
2026-06-06,775.38,103888.84
2026-06-07,773.73,83853.82
2026-06-08,763.17,106344.92
2026-06-09,771.53,107514.2
2026-06-10,791.63,110285.66
2026-06-11,765.4,102421.42
2026-06-12,770.99,96505.61
2026-06-13,761.05,89190.81
2026-06-14,762.82,76045.15
2026-06-15,770.58,100667.03
2026-06-16,760.1,95816.46
2026-06-17,759.66,93717.69
2026-06-18,740.86,90299.09
2026-06-19,737.27,87612.81
2026-06-20,755.63,90413.22
2026-06-21,752.2,72494.69
2026-06-22,741.41,91881.57
2026-06-23,726.04,88769.18
2026-06-24,737.42,88749.07
2026-06-25,736.47,91889.96
2026-06-26,717.01,78222.5
2026-06-27,727.88,79907.0
2026-06-28,727.63,67383.64
2026-06-29,727.11,95436.83
2026-06-30,757.13,120468.8
2026-07-01,803.91,130532.57
2026-07-02,809.69,125465.33
2026-07-03,785.97,111514.38
2026-07-04,784.05,113274.04
2026-07-05,779.69,92186.73
2026-07-06,755.8,111881.15
2026-07-07,756.23,106541.71
2026-07-08,780.25,108079.84
2026-07-09,774.56,105535.17
2026-07-10,790.86,105389.45
2026-07-11,789.72,94773.46
2026-07-12,779.21,77318.94
2026-07-13,785.02,102831.27
2026-07-14,776.89,98285.32
2026-07-15,784.52,101320.32
2026-07-16,766.78,94437.93
2026-07-17,760.07,88022.78
2026-07-18,762.74,90828.72
2026-07-19,760.89,71872.78
2026-07-20,740.83,93935.68
2026-07-21,725.62,87535.98
2026-07-22,733.73,87658.93
2026-07-23,727.46,84830.29
2026-07-24,742.37,83349.45
2026-07-25,742.35,80714.08
2026-07-26,744.2,67697.46
2026-07-27,741.09,90954.66
2026-07-28,730.07,87253.63
2026-07-29,741.25,88600.32
2026-07-30,732.33,92466.43
2026-07-31,770.2,112791.68
2026-08-01,826.28,124264.46
2026-08-02,848.79,102694.13
